,,,,,,,,,,,
CMS,,,,,,,,,,,
Weekly NADAC Reference File as of 12/25/2013,,,,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting","Corresponding
Generic Drug
NADAC
Per Unit","Corresponding
Generic Drug
Effective
Date",
SYSTANE 0.3% EYE GEL,00065047401,0.71352,12/18/2013,GM,C/I,Y,"1, 5, 6",B,,,
SYSTANE 0.3-0.4% EYE DROPS,00065043132,0.32949,08/22/2013,EA,C/I,Y,"2, 5, 6",B,,,
SYSTANE 0.3-0.4% EYE DROPS,00065042930,0.45279,10/24/2013,ML,C/I,Y,"2, 5, 6",B,,,
SYSTANE 0.3-0.4% EYE DROPS,00065042915,0.56122,05/23/2013,ML,C/I,Y,"2, 5, 6",B,0.13362,07/25/2013,
SYSTANE 0.3-0.4% EYE DROPS,00065042921,0.82577,12/18/2013,ML,C/I,Y,"1, 5, 6",B,,,
SYSTANE BALANCE 0.6% EYE DROP,00065143307,0.75525,02/21/2013,ML,C/I,Y,"4, 5, 6",B,,,
SYSTANE BALANCE 0.6% EYE DROP,00065143302,0.87485,04/18/2013,ML,C/I,Y,"2, 5, 6",B,,,
SYSTANE GEL EYE DROPS,00065045407,0.92417,12/18/2013,ML,C/I,Y,"1, 5, 6",B,,,
SYSTANE NIGHTTIME EYE OINT,00065050935,2.24686,04/18/2013,GM,C/I,Y,"2, 5, 6",B,,,
SYSTANE ULTRA 0.4-0.3% EYE DRP,00065143201,0.38007,04/18/2013,EA,C/I,Y,"2, 5, 6",B,,,
SYSTANE ULTRA 0.4-0.3% EYE DRP,00065143141,0.69407,11/21/2013,ML,C/I,Y,"2, 5, 6",B,,,
SYSTANE ULTRA 0.4-0.3% EYE DRP,00065143105,0.82577,12/18/2013,ML,C/I,Y,"1, 5, 6",B,,,
SYSTANE ULTRA 0.4-0.3% EYE DRP,00065143128,0.89396,12/18/2013,ML,C/I,Y,"1, 5, 6",B,,,
TACLONEX 0.005%-0.064% SUSPENSION,50222050166,9.98219,12/18/2013,GM,C/I,N,"1, 5",B,,,
TACLONEX 0.005%-0.064% SUSPENSION,50222050106,10.02408,07/01/2013,GM,C/I,N,"2, 5",B,,,
TACLONEX OINTMENT,50222022781,10.33852,11/21/2013,GM,C/I,N,"2, 5",B,,,
TACLONEX OINTMENT,50222022704,11.69739,07/01/2013,GM,C/I,N,"2, 5",B,,,
TACROLIMUS 0.5 MG CAPSULE,00378204501,0.94976,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 0.5 MG CAPSULE,00781210201,0.94976,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 0.5 MG CAPSULE,00781930201,0.94976,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 0.5 MG CAPSULE,16729004101,0.94976,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 0.5 MG CAPSULE,50742020701,0.94976,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 0.5 MG CAPSULE,51079081701,0.94976,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 0.5 MG CAPSULE,51079081720,0.94976,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 0.5 MG CAPSULE,55111052501,0.94976,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 0.5 MG CAPSULE,62175038037,0.94976,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 0.5 MG CAPSULE,68084044901,0.94976,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 1 MG CAPSULE,00378204601,1.51946,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 1 MG CAPSULE,00378204605,1.51946,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 1 MG CAPSULE,00781210301,1.51946,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 1 MG CAPSULE,00781930301,1.51946,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 1 MG CAPSULE,16729004201,1.51946,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 1 MG CAPSULE,50742020801,1.51946,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 1 MG CAPSULE,51079081801,1.51946,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 1 MG CAPSULE,51079081820,1.51946,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 1 MG CAPSULE,55111052601,1.51946,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 1 MG CAPSULE,62175038137,1.51946,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 1 MG CAPSULE,68084045001,1.51946,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 5 MG CAPSULE,00378204701,7.71745,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 5 MG CAPSULE,00781210401,7.71745,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 5 MG CAPSULE,00781930401,7.71745,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 5 MG CAPSULE,16729004301,7.71745,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 5 MG CAPSULE,50742020901,7.71745,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 5 MG CAPSULE,51079002801,7.71745,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 5 MG CAPSULE,51079002820,7.71745,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 5 MG CAPSULE,55111052701,7.71745,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 5 MG CAPSULE,62175038237,7.71745,12/18/2013,EA,C/I,N,1,G,,,
TACROLIMUS 5 MG CAPSULE,68084045101,7.71745,12/18/2013,EA,C/I,N,1,G,,,
TACTINAL 325 MG TABLET,62107005201,0.01051,12/18/2013,EA,C/I,Y,1,G,,,
TACTINAL 325 MG TABLET,62107005210,0.01051,12/18/2013,EA,C/I,Y,1,G,,,
TACTINAL 500 MG CAPLET,62107005101,0.02188,12/18/2013,EA,C/I,Y,1,G,,,
TACTINAL 500 MG CAPLET,62107005110,0.02188,12/18/2013,EA,C/I,Y,1,G,,,
TACTINAL 500 MG TABLET,62107005001,0.02188,12/18/2013,EA,C/I,Y,1,G,,,
TACTINAL 500 MG TABLET,62107005010,0.02188,12/18/2013,EA,C/I,Y,1,G,,,
TAMIFLU 30 MG GELCAP,00004080285,9.73283,11/21/2013,EA,C/I,N,2,B,,,
TAMIFLU 45 MG GELCAP,00004080185,9.92468,07/02/2013,EA,C/I,N,2,B,,,
TAMIFLU 6 MG/ML SUSPENSION,00004082009,1.80448,12/18/2013,ML,C/I,N,"1, 5",B,,,
TAMIFLU 6 MG/ML SUSPENSION,00004082205,1.80448,12/18/2013,ML,C/I,N,"1, 5, 6",B,,,
TAMIFLU 75 MG CAPSULE,00004080085,10.71564,09/19/2013,EA,C/I,N,2,B,,,
TAMOXIFEN 10 MG TABLET,00093078405,0.20152,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 10 MG TABLET,00093078406,0.20152,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 10 MG TABLET,00093078410,0.20152,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 10 MG TABLET,00093078486,0.20152,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 10 MG TABLET,00378014405,0.20152,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 10 MG TABLET,00378014491,0.20152,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 10 MG TABLET,00591247218,0.20152,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 10 MG TABLET,00591247260,0.20152,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 10 MG TABLET,63739026910,0.20152,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 20 MG TABLET,00093078201,0.43454,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 20 MG TABLET,00093078205,0.43454,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 20 MG TABLET,00093078210,0.43454,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 20 MG TABLET,00093078256,0.43454,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 20 MG TABLET,00378027401,0.43454,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 20 MG TABLET,00378027493,0.43454,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 20 MG TABLET,00591223319,0.43454,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 20 MG TABLET,00591223330,0.43454,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 20 MG TABLET,00591247319,0.43454,12/18/2013,EA,C/I,N,1,G,,,
TAMOXIFEN 20 MG TABLET,00591247330,0.43454,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,00093733801,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,00115821101,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,00115821103,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,00228299611,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,00228299650,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,00378250010,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,00378250077,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,00378250093,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,00781207601,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,00904615661,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,10370016901,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,10370016905,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,51079029401,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,51079029417,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,51079029419,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,51079029420,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,51079029430,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,51079029456,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,62756016013,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,62756016081,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,62756016088,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,63739056710,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,63739081141,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,63739081143,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,63739081145,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,64679051602,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,64679051603,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,68084040701,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,68382013201,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TAMSULOSIN HCL 0.4 MG CAPSULE,68382013210,0.14486,12/18/2013,EA,C/I,N,1,G,,,
TANDEM DUAL ACTION CAPSULE,52747090090,0.35773,11/21/2013,EA,C/I,Y,4,B,,,
TANDEM PLUS CAPSULE,52747090260,0.55699,10/01/2013,EA,C/I,N,2,B,,,
TARCEVA 100 MG TABLET,50242006301,177.17196,12/17/2013,EA,C/I,N,3,B,,,
TARCEVA 150 MG TABLET,50242006401,201.84581,12/17/2013,EA,C/I,N,3,B,,,
TARCEVA 25 MG TABLET,50242006201,64.08618,12/17/2013,EA,C/I,N,3,B,,,
TARKA ER 2-240 MG TABLET,00074328913,3.72364,05/23/2013,EA,C/I,N,4,B,,,
TARKA ER 4-240 MG TABLET,00074329013,3.80074,12/18/2013,EA,C/I,N,1,B,,,
TARON-C DHA CAPSULE,13811053630,0.64726,12/18/2013,EA,C/I,N,1,G,,,
TARON-CRYSTALS PACKET,13811056701,0.51001,12/18/2013,EA,C/I,N,1,G,,,
TARON-PREX PRENATAL DHA CAP,13811054330,0.93820,05/23/2013,EA,C/I,N,4,G,,,
TASMAR 100 MG TABLET,00187093801,18.58490,12/03/2013,EA,C/I,N,4,B,,,
TAZICEF 2 GRAM VIAL,00409508411,9.50800,08/22/2013,EA,C/I,N,"4, 5",G,,,
TAZICEF 2 GRAM VIAL,00409508451,9.50800,08/22/2013,EA,C/I,N,"4, 5",G,,,
TAZORAC 0.05% CREAM,00023915560,7.47747,07/18/2013,GM,C/I,N,"2, 5",B,,,
TAZORAC 0.05% CREAM,00023915530,7.48726,10/24/2013,GM,C/I,N,"2, 5",B,,,
TAZORAC 0.05% GEL,00023833503,7.58076,10/24/2013,GM,C/I,N,"2, 5",B,,,
TAZORAC 0.1% CREAM,00023915630,7.93163,07/18/2013,GM,C/I,N,"2, 5",B,,,
TAZORAC 0.1% CREAM,00023915660,7.95175,05/18/2013,GM,C/I,N,"2, 5",B,,,
TAZORAC 0.1% GEL,00023004203,7.92527,07/18/2013,GM,C/I,N,"2, 5",B,,,
TAZORAC 0.1% GEL,00023004210,8.06380,09/19/2013,GM,C/I,N,"4, 5",B,,,
TAZTIA XT 120 MG CAPSULE,62037069630,0.47467,12/18/2013,EA,C/I,N,1,G,,,
TAZTIA XT 120 MG CAPSULE,62037069690,0.47467,12/18/2013,EA,C/I,N,1,G,,,
TAZTIA XT 180 MG CAPSULE,62037069730,0.61192,12/18/2013,EA,C/I,N,1,G,,,
TAZTIA XT 180 MG CAPSULE,62037069790,0.61192,12/18/2013,EA,C/I,N,1,G,,,
TAZTIA XT 240 MG CAPSULE,62037069830,0.74195,12/18/2013,EA,C/I,N,1,G,,,
TAZTIA XT 240 MG CAPSULE,62037069890,0.74195,12/18/2013,EA,C/I,N,1,G,,,
TAZTIA XT 300 MG CAPSULE,62037069930,1.11645,12/18/2013,EA,C/I,N,1,G,,,
TAZTIA XT 300 MG CAPSULE,62037069990,1.11645,12/18/2013,EA,C/I,N,1,G,,,
TAZTIA XT 360 MG CAPSULE,62037070030,0.90868,12/18/2013,EA,C/I,N,1,G,,,
TAZTIA XT 360 MG CAPSULE,62037070090,0.90868,12/18/2013,EA,C/I,N,1,G,,,
TEARS NATURALE FORTE DROPS,00065042615,0.56120,08/22/2013,ML,C/I,Y,"4, 5, 6",B,,,
TEARS NATURALE FORTE DROPS,00065042622,0.56120,08/22/2013,ML,C/I,Y,"4, 5, 6",B,,,
TEARS NATURALE FREE DROPS,00065041625,0.24454,12/18/2013,EA,C/I,Y,"1, 5, 6",B,,,
TEARS NATURALE-II EYE DROPS,00065041830,0.43753,07/18/2013,ML,C/I,Y,"4, 5, 6",B,,,
TEARS NATURALE-II EYE DROPS,00065041815,0.58560,10/24/2013,ML,C/I,Y,"2, 5, 6",B,0.11967,11/21/2013,
TEARS PURE DROPS,37205060305,0.11967,11/21/2013,ML,C/I,Y,"4, 5",G,,,
TEGRETOL 100 MG/5 ML SUSP,00078050883,0.18041,12/18/2013,ML,C/I,N,"1, 5",B,0.13935,12/18/2013,
TEGRETOL 200 MG TABLET,00078050905,1.26274,12/18/2013,EA,C/I,N,1,B,0.03889,12/18/2013,
TEGRETOL XR 100 MG TABLET,00078051005,0.64611,12/18/2013,EA,C/I,N,1,B,,,
TEGRETOL XR 200 MG TABLET,00078051105,1.28431,12/18/2013,EA,C/I,N,1,B,1.10570,12/18/2013,
TEGRETOL XR 400 MG TABLET,00078051205,2.57620,12/18/2013,EA,C/I,N,1,B,2.25103,12/18/2013,
TEKAMLO 150 MG-5 MG TABLET,00078060315,3.35808,10/04/2013,EA,C/I,N,4,B,,,
TEKAMLO 300 MG-10 MG TABLET,00078060615,4.27167,10/04/2013,EA,C/I,N,4,B,,,
TEKAMLO 300 MG-5 MG TABLET,00078060515,4.36265,10/04/2013,EA,C/I,N,4,B,,,
TEKTURNA 150 MG TABLET,00078048515,3.40635,10/04/2013,EA,C/I,N,4,B,,,
TEKTURNA 150 MG TABLET,00078048535,3.40635,10/04/2013,EA,C/I,N,4,B,,,
TEKTURNA 150 MG TABLET,00078048561,3.40635,10/04/2013,EA,C/I,N,4,B,,,
TEKTURNA 300 MG TABLET,00078048615,4.28901,10/04/2013,EA,C/I,N,2,B,,,
TEKTURNA 300 MG TABLET,00078048635,4.28901,10/04/2013,EA,C/I,N,2,B,,,
TEKTURNA 300 MG TABLET,00078048661,4.28901,10/04/2013,EA,C/I,N,2,B,,,
TEKTURNA HCT 150-12.5 MG TAB,00078052115,3.39810,12/18/2013,EA,C/I,N,1,B,,,
TEKTURNA HCT 150-25 MG TABLET,00078052215,3.33886,10/04/2013,EA,C/I,N,2,B,,,
TEKTURNA HCT 300-12.5 MG TAB,00078052315,4.23547,10/04/2013,EA,C/I,N,2,B,,,
TEKTURNA HCT 300-25 MG TABLET,00078052415,4.29462,10/04/2013,EA,C/I,N,2,B,,,
TEMAZEPAM 15 MG CAPSULE,00228207610,0.06228,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 15 MG CAPSULE,00228207650,0.06228,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 15 MG CAPSULE,00378401001,0.06228,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 15 MG CAPSULE,00378401005,0.06228,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 15 MG CAPSULE,00378401077,0.06228,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 15 MG CAPSULE,00781220101,0.06228,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 15 MG CAPSULE,00781220105,0.06228,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 15 MG CAPSULE,51079041801,0.06228,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 15 MG CAPSULE,51079041820,0.06228,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 15 MG CAPSULE,51079041821,0.06228,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 15 MG CAPSULE,63739023110,0.06228,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 15 MG CAPSULE,67877014601,0.06228,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 15 MG CAPSULE,67877014605,0.06228,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 22.5 MG CAPSULE,00378312093,5.47596,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 22.5 MG CAPSULE,00406995903,5.47596,12/18/2013,EA,C/I,N,"1, 6",G,,,
TEMAZEPAM 22.5 MG CAPSULE,53489065007,5.47596,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 22.5 MG CAPSULE,67877014930,5.47596,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 30 MG CAPSULE,00228207710,0.07847,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 30 MG CAPSULE,00228207750,0.07847,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 30 MG CAPSULE,00378505001,0.07847,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 30 MG CAPSULE,00378505005,0.07847,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 30 MG CAPSULE,00378505077,0.07847,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 30 MG CAPSULE,00781220201,0.07847,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 30 MG CAPSULE,00781220205,0.07847,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 30 MG CAPSULE,51079041901,0.07847,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 30 MG CAPSULE,51079041920,0.07847,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 30 MG CAPSULE,67877014701,0.07847,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 30 MG CAPSULE,67877014705,0.07847,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 7.5 MG CAPSULE,00378311001,4.66651,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 7.5 MG CAPSULE,00406996001,4.66651,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 7.5 MG CAPSULE,53489064801,4.66651,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 7.5 MG CAPSULE,67877014801,4.66651,12/18/2013,EA,C/I,N,1,G,,,
TEMAZEPAM 7.5 MG CAPSULE,68084054921,4.66651,12/18/2013,EA,C/I,N,1,G,,,
TEMODAR 100 MG CAPSULE,00085136601,216.47138,04/04/2013,EA,C/I,N,4,B,149.02103,12/18/2013,
TEMODAR 100 MG CAPSULE,00085136602,216.47138,04/04/2013,EA,C/I,N,4,B,149.02103,12/18/2013,
TEMODAR 100 MG CAPSULE,00085136603,216.47138,04/04/2013,EA,C/I,N,4,B,149.02103,12/18/2013,
TEMODAR 100 MG CAPSULE,00085136604,216.47138,04/04/2013,EA,C/I,N,4,B,149.02103,12/18/2013,
TEMODAR 140 MG CAPSULE,00085142501,306.98692,04/04/2013,EA,C/I,N,4,B,,,
TEMODAR 140 MG CAPSULE,00085142502,306.98692,04/04/2013,EA,C/I,N,4,B,,,
TEMODAR 140 MG CAPSULE,00085142503,306.98692,04/04/2013,EA,C/I,N,4,B,,,
TEMODAR 140 MG CAPSULE,00085142504,306.98692,04/04/2013,EA,C/I,N,4,B,,,
TEMODAR 180 MG CAPSULE,00085143001,390.79000,10/24/2013,EA,C/I,N,4,B,,,
TEMODAR 180 MG CAPSULE,00085143002,390.79000,10/24/2013,EA,C/I,N,4,B,,,
TEMODAR 180 MG CAPSULE,00085143003,390.79000,10/24/2013,EA,C/I,N,4,B,,,
TEMODAR 180 MG CAPSULE,00085143004,390.79000,10/24/2013,EA,C/I,N,4,B,,,
TEMODAR 20 MG CAPSULE,00085151901,44.31474,07/18/2013,EA,C/I,N,4,B,,,
TEMODAR 20 MG CAPSULE,00085151902,44.31474,07/18/2013,EA,C/I,N,4,B,,,
TEMODAR 20 MG CAPSULE,00085151903,44.31474,07/18/2013,EA,C/I,N,4,B,,,
TEMODAR 20 MG CAPSULE,00085151904,44.31474,07/18/2013,EA,C/I,N,4,B,,,
TEMODAR 250 MG CAPSULE,00085141701,538.10409,05/23/2013,EA,C/I,N,4,B,,,
TEMODAR 250 MG CAPSULE,00085141702,538.10409,05/23/2013,EA,C/I,N,4,B,,,
TEMODAR 5 MG CAPSULE,00085300403,8.82634,12/18/2013,EA,C/I,N,"1, 6",G,,,
TEMODAR 5 MG CAPSULE,00085124803,11.05249,09/19/2013,EA,C/I,N,4,B,8.82634,12/18/2013,
TEMODAR 5 MG CAPSULE,00085300401,11.05249,09/19/2013,EA,C/I,N,4,B,8.82634,12/18/2013,
TEMODAR 5 MG CAPSULE,00085300402,11.05249,09/19/2013,EA,C/I,N,4,B,8.82634,12/18/2013,
TEMODAR 5 MG CAPSULE,00085300404,11.05249,09/19/2013,EA,C/I,N,4,B,8.82634,12/18/2013,
TEMOZOLOMIDE 100 MG CAPSULE,00093760141,149.02103,12/18/2013,EA,C/I,N,1,G,,,
TEMOZOLOMIDE 100 MG CAPSULE,00093760157,149.02103,12/18/2013,EA,C/I,N,1,G,,,
TEMOZOLOMIDE 100 MG CAPSULE,00781269344,149.02103,12/18/2013,EA,C/I,N,"1, 6",G,,,
TEMOZOLOMIDE 100 MG CAPSULE,00781269375,149.02103,12/18/2013,EA,C/I,N,"1, 6",G,,,
TEMOZOLOMIDE 5 MG CAPSULE,00093759941,8.82634,12/18/2013,EA,C/I,N,1,G,,,
TEMOZOLOMIDE 5 MG CAPSULE,00093759957,8.82634,12/18/2013,EA,C/I,N,1,G,,,
TEMOZOLOMIDE 5 MG CAPSULE,00781269144,8.82634,12/18/2013,EA,C/I,N,"1, 6",G,,,
TEMOZOLOMIDE 5 MG CAPSULE,00781269175,8.82634,12/18/2013,EA,C/I,N,"1, 6",G,,,
TENORMIN 25 MG TABLET,00310010710,1.49657,09/19/2013,EA,C/I,N,2,B,0.01243,12/18/2013,
TENORMIN 50 MG TABLET,00310010510,1.53806,09/19/2013,EA,C/I,N,2,B,0.01559,12/18/2013,
TERAZOL 3 80 MG SUPPOSITORY,00062535101,14.10800,09/19/2013,EA,C/I,N,2,B,25.14273,12/18/2013,
TERAZOSIN 1 MG CAPSULE,00093433601,0.07268,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 1 MG CAPSULE,00093433605,0.07268,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 1 MG CAPSULE,00378226001,0.07268,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 1 MG CAPSULE,00781205101,0.07268,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 1 MG CAPSULE,00781205105,0.07268,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 1 MG CAPSULE,00904612661,0.07268,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 1 MG CAPSULE,51079093601,0.07268,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 1 MG CAPSULE,51079093620,0.07268,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 1 MG CAPSULE,59746038306,0.07268,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 1 MG CAPSULE,59746038309,0.07268,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 1 MG CAPSULE,59746038310,0.07268,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 1 MG CAPSULE,60505011500,0.07268,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 1 MG CAPSULE,60505011505,0.07268,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 10 MG CAPSULE,00093433901,0.06602,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 10 MG CAPSULE,00093433905,0.06602,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 10 MG CAPSULE,00378157001,0.06602,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 10 MG CAPSULE,00781205401,0.06602,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 10 MG CAPSULE,00781205405,0.06602,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 10 MG CAPSULE,00904612561,0.06602,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 10 MG CAPSULE,59746038606,0.06602,12/18/2013,EA,C/I,N,1,G,,,
TERAZOSIN 10 MG CAPSULE,59746038609,0.06602,12/18/2013,EA,C/I,N,1,G,,,
